,query,target_query,generated_query
1356,which date was the date of release of the [Annie] film,"{'1982', '2014'}",{'2014'}
1357,what was the release of the year of the [Innocence] film,"{'2000', '2004'}",{'2000'}
1358,[Paul] film  when published,set(),{'2011'}
1359,the film [Van Diemen's Land]  when has been published,set(),{'2009'}
1360,what date was the date of release of the film [The Devil's Brigade],set(),{'1968'}
1361,what was the release of the year of the [Mannequin] film,"{'1937', '1987'}",{'1987'}
1362,what was the output of the film [Husbands],"{Node('Movie', name='Husbands')}",{'1970'}
1363,which year was the released film [Election],"{'2005', '1999'}",{'1999'}
1364,which date was the release date of the film [Margaret's Museum],set(),{'1995'}
1365,the film [Arthur]  when published,"{'1981', '2011'}",{'1981'}
1366,when was the released film [The Stepford Wives],"{'1975', '2004'}",{'2004'}
1367,what has been the output of [The Other Side of Sunday],"{Node('Movie', name='The Other Side of Sunday')}",{'1996'}
1368,what has happened to [The Sheltering Sky],set(),{'1990'}
1369,which year was the film [Three O'Clock High] released,set(),{'1987'}
1370,which was the release of the year of the film [The Family],"{'2013', '1987'}",{'2013'}
1371,what was the release of the year of the film [Stella],"{'1990', '2008'}",{'1990'}
1372,which year was the released film [Joe's Palace],set(),{'2007'}
1373,the [Chaos] film  when published,"{'2005', '2000', '2001'}",{'2005'}
1374,what was the output of the film [At Long Last Love],"{Node('Movie', name='At Long Last Love')}",{'1975'}
1375,what year was [Pathfinder] released,"{'1987', '2007'}",{'2007'}
1376,which date was the date of release of [Inherit the Wind],"{'1960', '1999'}",{'1999'}
1377,what has been the output of [Swimming to Cambodia],set(),{'1987'}
1378,what date was the release date of the movie [Medea],"{'1969', '1988'}",{'1969'}
1379,When was the film [Miller's Crossing] released,set(),{'1990'}
1380,what has happened to [Masterminds],"{Node('Movie', name='Masterminds')}",{'1997'}
1381,what year was the film [Daffy Duck's Quackbusters] out of date,set(),{'1988'}
1382,The [I'll Never Forget What's'isname] film  when published,set(),{'1967'}
1383,which date was the release date of the movie [The Damned],"{'1947', '1969'}",{'1947'}
1384,which year has been [Bad Boys] released,"{'2003', '1983', '1995'}",{'1983'}
1385,which year was the released film [Andy Hardy's Blonde Trouble],set(),{'1944'}
1386,when was the movie [The Crazies] released,"{'2010', '1973'}",{'2010'}
1387,which year has been released [Solo],"{'1996', '2013'}",{'2013'}
1388,what has been the output of [Blondie of the Follies],set(),{'1932'}
1389,what year was the film [What If...] released,"{'2010', '2012'}",{'2012'}
1390,of which date was the date of exit of [Gloria],"{'1980', '1999', '2013'}",{'1999'}
1391,date was the date of release of the film [Focus],"{'2001', '2015'}",{'2001'}
1392,what was the exit from [Wonder Man],"{'danny kaye', 'Danny Kaye', 'Eddie Moran', 'Jack Jevne', 'H. Bruce Humberstone', 'h. bruce humberstone', '1945', 'Musical', 'Arthur Sheekman', 'bd-r', 'Virginia Mayo'}",{'1945'}
1393,[Don't Come Knocking]  when he was released,set(),{'2005'}
1394,what year was the film [A Woman's Secret] released,set(),{'1949'}
1395,which year was the film [Happy New Year] released,"{'2014', '1987'}",{'2014'}
1396,what was the release of the year of film [Election],"{'2005', '1999'}",{'2005'}
1397,what has been the output of [The Clearing],set(),{'2004'}
1398,[Adam's Rib]  when released,set(),{'1949'}
1399,what was the release of the film [The Kiss],"{'1929', '1988'}",{'1988'}
1400,which date was the release date of [The Sentinel],"{'1977', '2006'}",{'1977'}
1401,what has been the exit of [Paycheck],{'Paycheck'},{'2003'}
1402,what has been the release of the year of the film [Peter Pan],"{'2003', '1953'}",{'1953'}
1403,[Pete Kelly's Blues]  when liberated,set(),{'1955'}
1404,when was [Hunger] released ,"{'2009', '1966', '2008'}",{'2008'}
1405,what year was the film [The Hunter] released,"{'2010', '2011', '1980'}",{'1980'}
1406,what year was [Treasure Island] released,"{'1990', '1934', '1950'}",{'1950'}
1407,[Mr. Holland's Opus]  when released,set(),{'1995'}
1408,what has been the output of [Spider Lilies],set(),{'2007'}
1409,what has been the exit of [The Don Is Dead],"{Node('Movie', name='The Don Is Dead')}",{'1973'}
1410,when was the movie [Donovan's Echo] released,set(),{'2011'}
1411,the movie [Under the Skin]  when was published,"{'1997', '2013'}",{'1997'}
1412,the [What's the Worst That Could Happen?] film  when published,set(),{'2001'}
1413,which date was the date of release of [Candy],"{'2006', '1968'}",{'1968'}
1414,what year was the film [Warlock] out of date,"{'1959', '1989'}",{'1989'}
1415,what date was the release date of the [Guess Who's Coming to Dinner] film,set(),{'1967'}
1416,what was the output of [Nomads],"{Node('Movie', name='Nomads')}",{'1986'}
1417,which year was [State Fair] released,"{'1945', '1933'}",{'1933'}
1418,which was the release of the year of the film [The King's Whore],set(),{'1990'}
1419,[Richard III]  when released,"{'1955', '1995'}",{'1955'}
1420,what has been the exit of [Garfield's Pet Force],set(),{'2009'}
1421,what has been the release of [Ryan's Daughter],set(),{'1970'}
1422,when was the released film [Billy Rose's Jumbo],set(),{'1962'}
1423,The [I'm Here] film  when published,set(),{'2010'}
1424,[Most]  when was freed,set(),{'2003'}
1425,what year was the film [Night Train] out of date,"{'2009', '1959'}",{'2009'}
1426,what was the release of the year of the movie [My Sister's Keeper],set(),{'2009'}
1427,what has been the exit of [Crime Zone],"{Node('Movie', name='Crime Zone')}",{'1989'}
1428,what has been the exit of [The Brasher Doubloon],"{Node('Movie', name='The Brasher Doubloon')}",{'1947'}
1429,what has been the exit from [Friday the 13th],"{Node('Movie', name='Friday the 13th')}",{'1980'}
1430,When was the film [Straw Dogs] released,"{'1971', '2011'}",{'2011'}
1431,what date was the date of release of the film [Alexander's Ragtime Band],set(),{'1938'}
1432,what was the output of the film [Tequila Sunrise],"{Node('Movie', name='Tequila Sunrise')}",{'1988'}
1433,what was the release of the year of film [Dodes'ka-den],set(),{'1970'}
1434,what has happened to [The Solitude of Prime Numbers],set(),{'2010'}
1435,what was the output of [The Crusades],"{Node('Movie', name='The Crusades')}",{'1935'}
1436,[Dr. Ehrlich's Magic Bullet]  when he was released,set(),{'1940'}
1437,what was the output of the film [Picnic at Hanging Rock],"{Node('Movie', name='Picnic at Hanging Rock')}",{'1975'}
1438,what has been the way to [The Left Hand of God],"{Node('Movie', name='The Left Hand of God')}",{'1955'}
1439,which date was the date of exit of [Detour],"{'2009', '1945'}",{'2009'}
1440,what year was the film [Hero] released,"{'2002', '1992'}",{'2002'}
1441,what was the exit from [Life Is a Long Quiet River],"{Node('Movie', name='Life Is a Long Quiet River')}",{'1988'}
1442,what was the exit from [Heaven Is for Real],{'Randall Wallace'},{'2014'}
1443,the movie [Hell]  when was published,"{'2005', '2011'}",{'2005'}
1444,[The In-Laws]  when freed,"{'2003', '1979'}",{'1979'}
1445,on which date was the release date of the film [Mo' Better Blues],set(),{'1990'}
1446,The film [House on Haunted Hill]  when was published,"{'1959', '1999'}",{'1959'}
1447,which year has been released [Beyond a Reasonable Doubt],"{'2009', '1956'}",{'1956'}
1448,what has been the output of [Flying Tigers],"{'John Wayne', 'world war ii', 'John Carroll', '1942', 'Drama', 'War'}",{'1942'}
1449,what was the exit from [Cockneys vs Zombies],"{Node('Movie', name='Cockneys vs Zombies')}",{'2012'}
1450,of which date was the date of exit of [Rush],"{'1991', '2013'}",{'1991'}
1451,what year was the film [Love] released,"{'2005', '1971', '2011'}",{'2011'}
1452,When was the film [The Incident] released,"{'1990', '1967'}",{'1990'}
1453,which year was the released film [Molière],"{'1978', '2007'}",{'2007'}
1454,which year was [Marvin's Room] released,set(),{'1996'}
1455,when was the movie [Somebody Up There Likes Me] released,"{'1956', '2012'}",{'1956'}
1456,[Dillinger] when released,"{'1945', '1973'}",{'1945'}
1457,which year was the released film [You're a Big Boy Now],set(),{'1966'}
1458,what has been the way to [I Was a Male War Bride],"{Node('Movie', name='I Was a Male War Bride')}",{'1949'}
1459,what was the output of the film [The Chasers],{'The Chasers'},{'1959'}
1460,what has been the exit of [I'm No Angel],set(),{'1933'}
1461,which year has been released [Ulee's Gold],set(),{'1997'}
1462,[Angels in the Outfield]  when freed,"{'1951', '1994'}",{'1951'}
1463,what was the output of [The Company Men],"{Node('Movie', name='The Company Men')}",{'2010'}
1464,what year was [Darby O'Gill and the Little People] released,set(),{'1959'}
1465,what was the output of the film [Looking for Mr. Goodbar],{'Looking for Mr. Goodbar'},{'1977'}
1466,which date was the release date of the movie [Chocolat],"{'2000', '1988'}",{'2000'}
1467,where a released [Ruby],set(),{'1992'}
1468,what year was the film [Les Misérables] released,"{'1998', '2012', '1995', '1958', '1934', '1935'}",{'2012'}
1469,what year was the film [Inferno] released,"{'1953', '1980'}",{'1953'}
1470,which year was the released film [Chicago],"{'2002', '1927'}",{'1927'}
1471,the movie [Goin' South]  when has been published,set(),{'1978'}
1472,what has been the output of [East Is East],set(),{'1999'}
1473,what has been the output of [Orca],set(),{'1977'}
1474,what was the output of the year of the film [We're Not Dressing],set(),{'1934'}
1475,what was the output of the film [Warning from Space],"{Node('Movie', name='Warning from Space')}",{'1956'}
1476,what has been the output of [Exiled],set(),{'2006'}
1477,which date has been the date of release of the film [Crisis],"{'1950', '1946'}",{'1950'}
1478,which year was the released film [Priest],"{'1994', '2011'}",{'1994'}
1479,what was the exit from [Even Money],"{Node('Movie', name='Even Money')}",{'2006'}
1480,which year was the film [The Prince and the Pauper] released,"{'1990', '1937'}",{'1937'}
1481,where released [Carnage],"{'2002', '2011'}",{'2002'}
1482,when was the released film [Hamlet],"{'1969', '2009', '2000', '1948', '1996', '1964', '1990'}",{'1996'}
1483,when was the film [The Hunted] released,"{'2003', '1995'}",{'1995'}
1484,what year was the film [Harvey] released,"{'1996', '1950'}",{'1996'}
1485,what year was the film [Breakfast at Tiffany's] released,set(),{'1961'}
1486,what was the output of [Bubba Ho-Tep],"{Node('Movie', name='Bubba Ho-Tep')}",{'2002'}
1487,the film [Brighton Rock]  when has been published,"{'2010', '1947'}",{'1947'}
1488,when was the movie [Pitfall] released,"{'1962', '1948'}",{'1948'}
1489,what date was the release date of the [Prom Night] film,"{'1980', '2008'}",{'2008'}
1490,when was the film [Treasure Island] released,"{'1990', '1934', '1950'}",{'1934'}
1491,which year is [Dirty Deeds] released,"{'2002', '2005'}",{'2005'}
1492,what date was the date of release of the film [Mayerling],"{'1936', '1968'}",{'1968'}
1493,what year was the film [Love] released,"{'2005', '1971', '2011'}",{'2011'}
1494,what has been the output of [The Crowd Roars],set(),{'1932'}
1495,where released [Shutter],"{'2004', '2008'}",{'2008'}
1496,which date was the release date of the movie [Forget Me Not],"{'2009', '2010'}",{'2010'}
1497,[A Woman's Face]  when liberated,set(),{'1941'}
1498,what was the output of the film [Comes a Horseman],{'Comes a Horseman'},{'1978'}
1499,what was the output of the film [The Pursuit of Happiness],{'The Pursuit of Happiness'},{'1971'}
1500,what was the output of the film [The Man Who Loved Women],{'The Man Who Loved Women'},{'1977'}
1501,which year is [Out of the Blue] released,"{'2002', '1980', '2006'}",{'2006'}
1502,what was the output of [Fandry],set(),{'2013'}
1503,what was the release of the year of the film [At the Devil's Door],set(),{'2014'}
1504,what was the release of the year of film [Frankenstein],"{'1910', '1931'}",{'1910'}
1505,[Frozen] when released,"{'2010', '2013', '2007'}",{'2010'}
1506,what has been the output of [The Goat],set(),{'1921'}
1507,which was the release of the year of the film [Fail Safe],"{'2000', '1964'}",{'2000'}
1508,what was the release of the year of the movie [The River],"{'1984', '1951', '2001'}",{'1951'}
1509,what was the output of the film [City Hunter],"{Node('Movie', name='City Hunter')}",{'1993'}
1510,when was [Delirious] released ,"{'1991', '2006'}",{'1991'}
1511,what was the output of [Mr. Destiny],"{Node('Movie', name='Mr. Destiny')}",{'1990'}
1512,What films are on [shahrukh khan],set(),"{'Mohabbatein', 'Chennai Express', 'Om Shanti Om', 'Dilwale Dulhania Le Jayenge', 'Duplicate', 'My Name Is Khan'}"
1513,Which films are on [thai],set(),"{'Last Life in the Universe', 'Shutter'}"
1514,What films can be described by [jason reitman],set(),"{'Labor Day', 'Up in the Air', 'Thank You for Smoking', 'Juno', 'Young Adult'}"
1515,What are the movies on [anthony mackie],set(),{'The Hurt Locker'}
1516,the films are on [william a. seiter],set(),"{'Stowaway', 'Dimples', 'If I Had a Million', 'Susannah of the Mounties', 'Sons of the Desert'}"
1517,which movies are on [david frankel],set(),"{'The Devil Wears Prada', 'Hope Springs'}"
1518,what movies are on [zack snyder],set(),"{'300', 'Sucker Punch', 'Man of Steel', 'Watchmen', 'Dawn of the Dead'}"
1519,which film can be described by [great],"{'Millers Crossing', 'Schindlers List'}","{""Schindler's List"", ""Miller's Crossing""}"
1520,what films can be described by [vincent gallo],"{'Buffalo 66', 'The Brown Bunny'}","{""Buffalo '66"", 'The Brown Bunny'}"
1521,What films can be described by [richard loncraine],set(),"{'Wide-Eyed and Legless', 'My House in Umbria'}"
1522,the films are on [john mills],set(),{'Ice Cold in Alex'}
1523,which films can be described by [algeria],"{'Outside the Law', 'Of Gods and Men', 'The Rabbis Cat', 'The Battle of Algiers'}","{'Outside the Law', 'Of Gods and Men', ""The Rabbi's Cat"", 'The Battle of Algiers'}"
1524,What films can be described by [james cameron],set(),"{'Avatar', 'Titanic', 'Aliens', 'The Terminator', 'The Abyss', 'True Lies', 'Strange Days'}"
1525,What films are on [mexico],set(),"{'Desperado', 'A Bullet for the General', 'The Mask of Zorro', 'The Magnificent Seven', 'Monsters', 'The Three Burials of Melquiades Estrada', 'Revenge', 'And Starring Pancho Villa as Himself', 'The Perfect Game', 'Y Tu Mamá También', 'Bandidas', 'Rudo y Cursi', 'Babel', 'Heli', 'Man on Fire'}"
1526,which films are on [gore verbinski],set(),"{'The Lone Ranger', 'The Ring', 'Rango', 'The Mexican', 'The Weather Man'}"
1527,what films can be described by [j blakeson],set(),{'The Disappearance of Alice Creed'}
1528,What are the movies on [adam scott],set(),"{'Friends with Kids', 'Piranha 3D', 'The Vicious Kind'}"
1529,which movies are on [peter cook],set(),"{'Bedazzled', 'The Hound of the Baskervilles', 'Yellowbeard'}"
1530,the films on [michael lehmann],set(),"{'Airheads', 'My Giant', 'Heathers', '40 Days and 40 Nights'}"
1531,which movies can be described by [scotland],"{'Youve Been Trumped', 'Local Hero', 'Filth', 'The Decoy Bride', 'Neds', 'Under the Skin', 'Doomsday', 'The 39 Steps', 'Stone of Destiny'}","{'Local Hero', 'Filth', 'The Decoy Bride', 'Neds', 'Doomsday', 'Under the Skin', 'The 39 Steps', ""You've Been Trumped"", 'Stone of Destiny'}"
1532,the films on [uma thurman],set(),"{'The Adventures of Baron Munchausen', 'Dangerous Liaisons', 'Les Misérables', 'Prime', 'A Month by the Lake', 'Pulp Fiction', 'Final Analysis', 'Playing for Keeps', 'Even Cowgirls Get the Blues', 'Beautiful Girls', 'The Avengers', 'Sweet and Lowdown', 'Vatel', 'Tape', 'Mad Dog and Glory', 'Hysterical Blindness', 'The Producers', 'Jennifer 8', 'The Life Before Her Eyes', 'Paycheck', 'The Accidental Husband', 'My Super Ex-Girlfriend', 'Gattaca'}"
1533,What films can be described by [aaron sorkin],"{'The Social Network', 'A Few Good Men', 'The American President', 'Charlie Wilsons War', 'Malice'}","{'The Social Network', 'A Few Good Men', ""Charlie Wilson's War"", 'The American President', 'Malice'}"
1534,Which movies are on [paul bettany],set(),"{'The Reckoning', ""A Knight's Tale"", 'A Beautiful Mind', 'Priest', 'Wimbledon', 'The Da Vinci Code', 'Inkheart', 'Creation', 'Legion', 'Firewall', 'The Young Victoria'}"
1535,which films can be described in [jack black],"{'King Kong', 'Shark Tale', 'Airborne', 'Kung Fu Panda', 'Year One', 'Envy', 'School of Rock', 'Be Kind Rewind', 'Saving Silverman', 'Orange County', 'The Holiday', 'Nacho Libre', 'Shallow Hal', 'Tropic Thunder', 'The Big Year', 'Tenacious D in The Pick of Destiny', 'Bernie', 'Gullivers Travels'}","{'King Kong', 'Shark Tale', 'Airborne', 'Kung Fu Panda', 'Year One', 'Envy', 'School of Rock', 'Be Kind Rewind', ""Gulliver's Travels"", 'Orange County', 'The Holiday', 'Saving Silverman', 'Bernie', 'Shallow Hal', 'Tropic Thunder', 'The Big Year', 'Tenacious D in The Pick of Destiny', 'Nacho Libre'}"
1536,the movies are on [giulietta masina],set(),{'La Strada'}
1537,What the films are on [gregor jordan],set(),"{'Buffalo Soldiers', 'Two Hands', 'Unthinkable'}"
1538,what movies are on [rufus sewell],"{'All Things to All Men', 'Dark City', 'Bless the Child', 'Dangerous Beauty', 'A Knights Tale', 'Extreme Ops'}","{'Dark City', 'Bless the Child', 'The Holiday'}"
1539,What are the films about [mike newell],set(),"{'Enchanted April', 'Love in the Time of Cholera', 'Into the West', 'Harry Potter and the Goblet of Fire', 'Four Weddings and a Funeral', 'Donnie Brasco', 'Dance with a Stranger'}"
1540,the movies are on [samuel fuller],set(),"{'Pickup on South Street', 'The Baron of Arizona', 'The Big Red One', 'The Crimson Kimono', 'I Shot Jesse James', 'Fixed Bayonets!', 'Park Row', 'The Steel Helmet', 'White Dog', 'Underworld U.S.A.', 'Shock Corridor', 'The Naked Kiss', 'Forty Guns'}"
1541,what movies are on [charles martin smith],set(),{'The Snow Walker'}
1542,Which films are on [volker schlöndorff],set(),"{'The Tin Drum', 'Death of a Salesman'}"
1543,What the movies are on [zoltan korda],set(),"{'Elephant Boy', 'The Four Feathers'}"
1544,which films on [amy poehler],set(),"{'Mean Girls', 'Free Birds', 'Baby Mama'}"
1545,which film can be described by [bing crosby],"{'Holiday Inn', 'White Christmas', 'Going My Way', 'Road to Rio', 'The Bells of St. Marys', 'High Society'}","{'Holiday Inn', 'White Christmas', 'Going My Way', 'Road to Rio', ""The Bells of St. Mary's"", 'High Society'}"
1546,what movies are on [elliott nugent],set(),"{'Mr. Belvedere Goes to College', 'The Cat and the Canary', 'Up in Arms', 'Professor Beware'}"
1547,which films are on [sport],set(),"{'Bhaag Milkha Bhaag', 'The Wrestler', 'BASEketball'}"
1548,which films are at [crispin glover],set(),"{'9', 'Rubin and Ed', 'Hot Tub Time Machine', 'Beowulf', 'Simon Says', 'Back to the Future'}"
1549,which films are on [don chaffey],set(),"{'The Three Lives of Thomasina', 'Jason and the Argonauts'}"
1550,what films are at [sofia vassilieva],set(),"{""My Sister's Keeper""}"
1551,What the films are on [diane keaton],set(),"{'Annie Hall', 'The Other Sister', 'Unstrung Heroes', 'Morning Glory', 'Father of the Bride Part II', ""Marvin's Room"", 'Hanging Up', 'Because I Said So', 'Baby Boom', 'Mad Money', 'The Family Stone', 'Manhattan'}"
1552,which films are on [mae west],"{'She Done Him Wrong', 'Im No Angel'}","{'She Done Him Wrong', ""I'm No Angel""}"
1553,What are the films at [michael sheen],set(),"{'The Queen', 'The Damned United', 'Beautiful Boy', 'Frost/Nixon'}"
1554,what films are on [dennis iliadis],set(),{'The Last House on the Left'}
1555,what movies are on [shirley temple],set(),"{'Just Around the Corner', 'Stowaway', 'Stand Up and Cheer!', 'Wee Willie Winkie', 'The Little Colonel', 'The Littlest Rebel', 'Little Miss Marker', 'The Bachelor and the Bobby-Soxer', 'The Blue Bird', 'Captain January', 'Now and Forever', 'Bright Eyes', 'Little Miss Broadway', 'Baby Take a Bow', 'The Little Princess', ""I'll Be Seeing You"", 'Susannah of the Mounties', 'Rebecca of Sunnybrook Farm', 'Curly Top', 'Poor Little Rich Girl'}"
1556,what films are at [paul feig],set(),"{'The Heat', 'Bridesmaids', 'I Am David'}"
1557,the films are on [arthur lubin],set(),{'Impact'}
1558,which films are on [kinji fukasaku],set(),"{'Under the Flag of the Rising Sun', 'Street Mobster', 'Battle Royale'}"
1559,What films are on [cat],"{'Rubin and Ed', 'Cats Eye', 'The Cat Came Back', 'Alice in Wonderland', 'How to Train Your Dragon 2'}","{'Rubin and Ed', 'The Cat Came Back', 'Alice in Wonderland', 'How to Train Your Dragon 2', ""Cat's Eye""}"
1560,Which movies are on [jake kasdan],set(),"{'Zero Effect', 'Orange County'}"
1561,what movies are on [robert enrico],set(),{'The Wise Guys'}
1562,what are the films on [jennifer lawrence],"{'Winters Bone', 'The Poker House', 'Like Crazy', 'Serena', 'Silver Linings Playbook', 'House at the End of the Street', 'The Hunger Games'}","{""Winter's Bone"", 'American Hustle', 'The Poker House', 'Silver Linings Playbook', 'House at the End of the Street', 'The Hunger Games'}"
1563,which films are on [ralph bakshi],set(),"{'The Lord of the Rings', 'Cool World', 'American Pop'}"
1564,what films can be described by [jon turteltaub],set(),"{'3 Ninjas', 'Phenomenon', ""The Sorcerer's Apprentice"", 'While You Were Sleeping', 'Cool Runnings'}"
1565,What the movies are on [robert j. flaherty],set(),"{'Louisiana Story', 'Man of Aran', 'Elephant Boy'}"
1566,Which films are on [coppola],set(),{'The Godfather'}
1567,what films are on [2015],"{'Mortdecai', 'Home', 'The Second Best Exotic Marigold Hotel', 'Get Hard', 'Blackhat', 'Focus', 'The Bronze', 'Ten Thousand Saints', 'Run All Night', 'Cinderella', 'Fifty Shades of Grey', 'Vice', 'Diary of a Chambermaid', 'The Wedding Ringer'}",{'Back to the Future Part II'}
1568,what films are on [matthew broderick],set(),"{'Addicted to Love', ""Ferris Bueller's Day Off"", 'Infinity', 'The Producers', 'The Stepford Wives', 'The Cable Guy', 'WarGames', 'Election', 'The Lion King', 'Deck the Halls', 'Godzilla', 'Torch Song Trilogy', 'Tower Heist', 'Ladyhawke', 'You Can Count on Me', 'Glory'}"
1569,What are the film on [vera farmiga],set(),"{'The Judge', 'The Departed', 'Source Code', 'The Conjuring', 'Higher Ground'}"
1570,Which movies can be described with [channing tatum],"{'Shes the Man', 'Foxcatcher', 'The Vow', 'Magic Mike', '21 Jump Street', 'The Eagle'}","{'Foxcatcher', ""She's the Man"", 'The Vow', 'Magic Mike', '21 Jump Street', 'The Eagle'}"
1571,the films are on [pixar animation],"{'Ratatouille', 'Toy Story', 'Finding Nemo', 'Toy Story 3', 'A Bugs Life', 'The Incredibles', 'Toy Story 2', 'Cars', 'Monsters, Inc.'}","{'Toy Story', 'Ratatouille', 'Toy Story 3', 'Finding Nemo', 'The Incredibles', 'Toy Story 2', 'Cars', ""A Bug's Life"", 'Monsters, Inc.'}"
1572,Which films are on [tomas alfredson],set(),"{'Four Shades of Brown', 'Tinker Tailor Soldier Spy', 'Let the Right One In', 'Screwed in Tallinn'}"
1573,which film may be described by [psychological thriller],set(),"{'Marnie', 'Shutter Island', 'Stoker', 'Suspicion', 'What Ever Happened to Baby Jane?', 'Black Swan', 'Cape Fear'}"
1574,which movies are on [donald sutherland],set(),"{'Panic', ""Kelly's Heroes"", 'The Assignment', 'MASH', 'Buffy the Vampire Slayer', 'Ordinary People', 'Johnny Got His Gun', 'Reign Over Me', 'The Italian Job', 'Space Cowboys', 'Invasion of the Body Snatchers', 'Path to War', 'Alex in Wonderland', ""Don't Look Now"", 'Cold Mountain', 'Klute', 'The Eagle', 'The Eagle Has Landed', 'Without Limits', 'Land of the Blind'}"
1575,What films can be described by [francis veber],set(),"{'Three Fugitives', 'The Valet', 'The Closet'}"
1576,Which movies are on [historic],"{'Apocalypto', 'Forrest Gump', 'The Kings Speech'}","{'Apocalypto', 'Forrest Gump', ""The King's Speech""}"
1577,which movies can be described by [sean anders],"{'Thats My Boy', 'Sex Drive'}","{""That's My Boy"", 'Sex Drive'}"
1578,Which movies are on [malcolm mcdowell],set(),"{'Time After Time', 'Halloween', 'Bolt', 'Halloween II', 'A Clockwork Orange'}"
1579,which films are at [abba],set(),{'Mamma Mia!'}
1580,Which films can be described by [bradley cooper],set(),"{'The Place Beyond the Pines', 'Limitless', 'American Hustle', 'All About Steve', 'The Hangover', 'The Midnight Meat Train', 'The A-Team', 'American Sniper', 'The Hangover Part III', 'Silver Linings Playbook', 'The Hangover Part II', 'The Words', ""He's Just Not That Into You""}"
1581,which movies are on [raquel welch],set(),"{'Myra Breckinridge', '100 Rifles', 'One Million Years B.C.', 'Fantastic Voyage', 'Fathom'}"
1582,which films are on [masahiro shinoda],set(),"{'Samurai Spy', 'Double Suicide', 'Pale Flower'}"
1583,which films may be described by [farrelly brothers],"{'Hall Pass', 'Stuck on You', 'Kingpin', 'Fever Pitch', 'The Heartbreak Kid', 'Shallow Hal', 'Theres Something About Mary'}","{'Hall Pass', 'Stuck on You', 'Kingpin', 'Fever Pitch', 'The Heartbreak Kid', 'Shallow Hal', ""There's Something About Mary""}"
1584,what films are on [cate blanchett],set(),"{'Elizabeth', 'Paradise Road', 'Indiana Jones and the Kingdom of the Crystal Skull', 'Notes on a Scandal', 'Charlotte Gray', 'The Good German', 'The Talented Mr. Ripley', 'The Aviator', 'Robin Hood', 'An Ideal Husband', 'Hanna', 'The Shipping News', 'Blue Jasmine', 'Bandits', 'Oscar and Lucinda', 'The Curious Case of Benjamin Button', 'Little Fish', 'Heaven', 'The Life Aquatic with Steve Zissou', 'The Gift'}"
1585,Which movies are on [ballet],"{'Hans Christian Andersen', 'Center Stage', 'Billy Elliot', 'The Red Shoes', 'Ballet Shoes', 'Black Swan', 'Maos Last Dancer'}","{'Hans Christian Andersen', ""Mao's Last Dancer"", 'Center Stage', 'Billy Elliot', 'The Red Shoes', 'Ballet Shoes', 'Black Swan'}"
1586,what films are on [nick castle],set(),"{'Dennis the Menace', 'The Boy Who Could Fly'}"
1587,Which movies are on [istván szabó],set(),"{'Mephisto', 'Sunshine', 'Being Julia'}"
1588,which films can be described in [bad],"{'Dude, Wheres My Car?', 'A Fistful of Dollars', 'Houseguest'}","{""Dude, Where's My Car?"", 'A Fistful of Dollars', 'Houseguest'}"
1589,what the films are on [james marsh],set(),"{'Man on Wire', 'The King', 'Shadow Dancer'}"
1590,What are the films about [jean vigo],"{'Zero for Conduct', 'LAtalante'}","{""L'Atalante"", 'Zero for Conduct'}"
1591,the films are on [shelley winters],set(),"{'The Poseidon Adventure', 'The Night of the Hunter', 'Lolita'}"
1592,the movies are on [frank sinatra],"{'Some Came Running', 'Higher and Higher', 'Oceans 11', 'Guys and Dolls', '4 for Texas', 'The Pride and the Passion', 'A Hole in the Head', 'The Devil at 4 OClock', 'Tony Rome', 'Von Ryans Express', 'Robin and the 7 Hoods', 'Pal Joey', 'Not as a Stranger', 'Double Dynamite', 'Cannonball Run II', 'Anchors Aweigh', 'The Detective', 'Suddenly', 'The Man with the Golden Arm', 'High Society', 'The Manchurian Candidate', 'Dirty Dingus Magee', 'The Joker Is Wild', 'The First Deadly Sin', 'Come Blow Your Horn', 'Take Me Out to the Ball Game', 'Can-Can', 'The Tender Trap', 'Lady in Cement', 'Young at Heart', 'On the Town', 'Assault on a Queen'}","{""Ocean's 11"", 'The Tender Trap', ""Von Ryan's Express"", 'Some Came Running', 'The Manchurian Candidate', 'Guys and Dolls', 'From Here to Eternity', 'Anchors Aweigh', 'On the Town', 'The Man with the Golden Arm', 'Pal Joey', 'High Society'}"
1593,what are the films on [henry levin],set(),"{'If a Man Answers', 'Journey to the Center of the Earth', ""The President's Lady""}"
1594,what films are on [kevin grevioux],set(),"{'I, Frankenstein'}"
1595,the films are on [oliver hirschbiegel],set(),"{'The Experiment', 'Downfall'}"
1596,What films can be described by [danish],"{'Murk', 'Submarino', 'Adams Apples', 'The Inheritance', 'Klown', 'Italian for Beginners', 'The Hunt', 'Open Hearts', 'The Boss of It All'}","{'Murk', 'Submarino', 'The Inheritance', 'Klown', 'Italian for Beginners', 'The Hunt', 'Open Hearts', 'The Boss of It All', ""Adam's Apples""}"
1597,What films can be described by [family drama],set(),{'The Love of Siam'}
1598,which films can be described in [jeremiah s. chechik],set(),{'Tall Tale'}
1599,which films can be described with [film],"{'The Perverts Guide to Ideology', 'Side by Side', 'The Canal'}","{""The Pervert's Guide to Ideology"", 'Side by Side', 'The Canal'}"
