,query,target_query,generated_query
8658,What films are on [mexico],Man on Fire|Babel|Desperado|The Mask of Zorro|Y Tu Mamá También|Monsters|The Magnificent Seven|The Three Burials of Melquiades Estrada|Bandidas|Revenge|Rudo y Cursi|Heli|And Starring Pancho Villa as Himself|A Bullet for the General|The Perfect Game,"MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language)
WHERE l.name = 'mexico'
RETURN m.name"
8659,which movies can be described with [robert wise],The Sound of Music|West Side Story|The Day the Earth Stood Still|The Haunting|The Andromeda Strain|The Sand Pebbles|The Body Snatcher|The Set-Up|Somebody Up There Likes Me|I Want to Live!|The Curse of the Cat People|Born to Kill|Executive Suite|Odds Against Tomorrow|The House on Telegraph Hill|Two for the Seesaw|A Storm in Summer,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""robert wise"" RETURN m.name"
8660,Which movies can be described by [catherine keener],Into the Wild|Being John Malkovich|The Interpreter|Death to Smoochy|Cyrus|An American Crime|Living in Oblivion,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""catherine keener"" RETURN m.name"
8661,which films are on [gore verbinski],The Ring|Rango|The Lone Ranger|The Mexican|The Weather Man,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE d.name = 'gore verbinski'
RETURN m.name"
8662,what films can be described by [j blakeson],The Disappearance of Alice Creed,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""j blakeson"" RETURN m.name"
8663,the films are on [memory loss],The Bourne Identity|50 First Dates,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'memory loss' RETURN m.name
8664,What are the movies on [adam scott],Piranha 3D|Friends with Kids|The Vicious Kind,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'adam scott'
RETURN m.name"
8665,which films may be described by [artificial intelligence],Her|A.I. Artificial Intelligence|The Machine,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'artificial intelligence'
RETURN m.name"
8666,which films can be described by [score],Inception|Gravity|Toy Story 3|Her|Saw VI|Cleopatra,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""score"" RETURN m.name"
8667,which movies are on [peter cook],Bedazzled|Yellowbeard|The Hound of the Baskervilles,MATCH (a:Actor {name: 'peter cook'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
8668,what films can be described by [odessa],The Odessa File,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""odessa"" RETURN m.name"
8669,the films on [michael lehmann],40 Days and 40 Nights|Heathers|Airheads|My Giant,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""michael lehmann""}) RETURN m.name"
8670,which movies can be described by [scotland],Under the Skin|Doomsday|Filth|The 39 Steps|Local Hero|The Decoy Bride|Neds|Stone of Destiny|You've Been Trumped,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'scotland' RETURN m.name
8671,which films may be described by [innocence],Innocence,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'innocence'
RETURN m.name"
8672,which film can be described by [psychic abilities],The Shining,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""psychic abilities"" RETURN m.name"
8673,the films on [uma thurman],Pulp Fiction|Gattaca|Paycheck|My Super Ex-Girlfriend|Dangerous Liaisons|The Adventures of Baron Munchausen|The Avengers|The Producers|Prime|Les Misérables|Sweet and Lowdown|Beautiful Girls|Playing for Keeps|The Accidental Husband|Mad Dog and Glory|Tape|The Life Before Her Eyes|Jennifer 8|Final Analysis|Even Cowgirls Get the Blues|Vatel|Hysterical Blindness|A Month by the Lake,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = ""uma thurman"" RETURN m.name"
8674,the films are on [cheating],Slumdog Millionaire,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'cheating' RETURN m.name
8675,What films can be described by [aaron sorkin],The Social Network|A Few Good Men|Charlie Wilson's War|The American President|Malice,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""aaron sorkin"" RETURN m.name"
8676,Which movies are on [paul bettany],A Beautiful Mind|The Da Vinci Code|A Knight's Tale|Priest|Legion|Inkheart|Wimbledon|Firewall|The Young Victoria|Creation|The Reckoning,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'paul bettany' RETURN m.name
8677,which films can be described in [jack black],King Kong|Tropic Thunder|Kung Fu Panda|School of Rock|The Holiday|Shark Tale|Shallow Hal|Tenacious D in The Pick of Destiny|Be Kind Rewind|Year One|Nacho Libre|Gulliver's Travels|Orange County|Bernie|The Big Year|Saving Silverman|Envy|Airborne,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""jack black"" RETURN m.name"
8678,the movies are on [giulietta masina],La Strada,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'giulietta masina'}) RETURN m.name
8679,What the films are on [gregor jordan],Unthinkable|Buffalo Soldiers|Two Hands,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""gregor jordan"" RETURN m.name"
8680,the movie is on [organ],Carnival of Souls,"The provided natural language query ""the movie is on [organ]"" is not clear and does not seem to align with the provided database schema. There is no attribute or entity called ""organ"" in the provided schema. Please provide a more specific or relevant query."
8681,Which movies can be described by [moses],The Prince of Egypt,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'moses' RETURN m.name
8682,what films can be described by [terminator],Terminator Salvation,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = ""terminator""
RETURN m.name"
8683,what films can be described by [jeff daniels],Pleasantville|101 Dalmatians|The Lookout|Arachnophobia|Away We Go|Fly Away Home|Gods and Generals|The Answer Man|Trial and Error,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'jeff daniels' RETURN m.name
8684,which films are on [sherlock holmes],Sherlock Holmes|The Great Mouse Detective|Young Sherlock Holmes|The Private Life of Sherlock Holmes|The Hound of the Baskervilles|Sherlock Holmes and the Secret Weapon|Dressed to Kill|Terror by Night|The Woman in Green|The Seven-Per-Cent Solution|Sherlock Holmes Faces Death|The Pearl of Death|Sherlock Holmes in Washington|A Study in Terror|A Study in Scarlet|The Sign of Four,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'sherlock holmes'
RETURN m.name"
8685,which films are at [alan turing],The Imitation Game,"This query is ambiguous as it does not specify whether ""Alan Turing"" is supposed to be a movie, director, writer, actor, etc. Please provide more specific information."
8686,what movies are on [rufus sewell],The Holiday|Dark City|Bless the Child,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = ""Rufus Sewell""
RETURN m.name"
8687,What are the films about [mike newell],Harry Potter and the Goblet of Fire|Donnie Brasco|Four Weddings and a Funeral|Love in the Time of Cholera|Enchanted April|Into the West|Dance with a Stranger,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""mike newell""}) RETURN m.name"
8688,Which movies can be described by [david arquette],Never Been Kissed|The Tripper,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'david arquette' RETURN m.name
8689,the movies are on [samuel fuller],The Big Red One|Pickup on South Street|Shock Corridor|White Dog|The Naked Kiss|Forty Guns|The Steel Helmet|Underworld U.S.A.|I Shot Jesse James|The Baron of Arizona|Fixed Bayonets!|The Crimson Kimono|Park Row,"MATCH (m:Movie)-[:DIRECTED_BY|:WRITTEN_BY]->(p {name: 'samuel fuller'})
RETURN m.name"
8690,what movies are on [charles martin smith],The Snow Walker,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:'charles martin smith'}) RETURN m.name
8691,what films are on [economics],A Beautiful Mind|Freakonomics|Four Horsemen,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'economics' RETURN m.name
8692,What films can be described by [mariah carey],Precious|Glitter,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'mariah carey' RETURN m.name
8693,Which films are on [volker schlöndorff],The Tin Drum|Death of a Salesman,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""volker schlöndorff"" RETURN m.name"
8694,which films can be described by [robert greenwald],Xanadu,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""robert greenwald"" RETURN m.name"
8695,what movies are on [production],The Dark Knight Rises|Star Trek|Wittgenstein,"The query you provided ""what movies are on [production]"" is not clear and doesn't fit the provided database schema. Could you please provide further details or another query?"
8696,What the movies are on [zoltan korda],The Four Feathers|Elephant Boy,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""zoltan korda"" RETURN m.name"
8697,which films on [amy poehler],Mean Girls|Baby Mama|Free Birds,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""amy poehler""}) RETURN m.name"
8698,which films can be described with [akihiko hirata],Godzilla|Terror of Mechagodzilla,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'akihiko hirata' RETURN m.name
8699,which film can be described by [laurence olivier],Rebecca|Sleuth|Hamlet|A Little Romance|Richard III,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""laurence olivier"" RETURN m.name"
8700,which film can be described by [bing crosby],White Christmas|High Society|Holiday Inn|Going My Way|The Bells of St. Mary's|Road to Rio,MATCH (m: Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'bing crosby' RETURN m.name
8701,what films can be described by [epic adventure],Apocalypto,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'epic adventure' RETURN m.name
8702,which film can be described by [hulk],The Avengers|The Incredible Hulk|Hulk|No Holds Barred|The Trial of the Incredible Hulk,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'hulk' RETURN m.name
8703,what movies are on [elliott nugent],The Cat and the Canary|Up in Arms|Mr. Belvedere Goes to College|Professor Beware,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:""elliott nugent""}) RETURN m.name"
8704,which films are on [sport],The Wrestler|BASEketball|Bhaag Milkha Bhaag,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE g.name = ""sport""
RETURN m.name"
8705,which movies can be described by [scottish],Braveheart|Trainspotting,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'scottish' RETURN m.name
8706,which movies can be described with [spice girls],Spice World,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'spice girls' RETURN m.name
8707,What films can be described by [bruce dern],Nebraska|Down Periscope|The Cowboys|Black Sunday,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) 
WHERE t.name = ""bruce dern"" 
RETURN m.name"
8708,which films are at [crispin glover],Back to the Future|Beowulf|Hot Tub Time Machine|9|Simon Says|Rubin and Ed,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = ""crispin glover""
RETURN m.name"
8709,which films are on [don chaffey],Jason and the Argonauts|The Three Lives of Thomasina,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""don chaffey"" RETURN m.name"
8710,which films can be described in [jan troell],Everlasting Moments|The Emigrants|The New Land|Hamsun,"Given the information and relationships provided in the database schema, there isn't a clear way to determine which films can be ""described"" in ""Jan Troell"". However, if ""Jan Troell"" is a name of a director, actor, writer etc., then you can find the movies associated with them. Considering ""Jan Troell"" as a director, the Cypher query would be:

```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE d.name = 'Jan Troell'
RETURN m.name
```

This query will return a list of movies directed by Jan Troell. If you need to search for Jan Troell as an actor, writer, etc., you would need to adjust the ""DIRECTED_BY"" relationship and ""Director"" entity accordingly in the query."
8711,which film can be described with [youth],Rebel Without a Cause|Swing Kids,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'youth'
RETURN m.name"
8712,Which movies can be described by [michael fassbender],Inglourious Basterds|Prometheus|12 Years a Slave|Shame|A Dangerous Method|Centurion|Jane Eyre|Hunger|Frank,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""michael fassbender"" RETURN m.name"
8713,What films can be described by [kim cattrall],The Ghost Writer|Sex and the City|Big Trouble in Little China|Police Academy|Split Second,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""kim cattrall"" RETURN m.name"
8714,what films are at [sofia vassilieva],My Sister's Keeper,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'sofia vassilieva' RETURN m.name
8715,what the films are on [aretha franklin],The Blues Brothers,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'aretha franklin' RETURN m.name
8716,which film can be described by [class],Trading Places|The Rules of the Game|A Place in the Sun|Alice Adams,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""class"" RETURN m.name"
8717,What the films are on [diane keaton],Annie Hall|Manhattan|Morning Glory|The Family Stone|Because I Said So|Father of the Bride Part II|Marvin's Room|Mad Money|The Other Sister|Baby Boom|Hanging Up|Unstrung Heroes,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'diane keaton'
RETURN m.name"
8718,which films are on [mae west],She Done Him Wrong|I'm No Angel,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""mae west"" RETURN m.name"
8719,What films can be described by [alice braga],City of God|Predators|Redbelt,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'alice braga' RETURN m.name
8720,What are the films at [michael sheen],Frost/Nixon|The Queen|The Damned United|Beautiful Boy,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name='michael sheen' RETURN m.name
8721,which films may be described by [mistaken identity],The Big Lebowski|North by Northwest,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'mistaken identity' RETURN m.name
8722,which films can be described in [ernest hemingway],To Have and Have Not|The Killers|For Whom the Bell Tolls|The Old Man and the Sea|The Snows of Kilimanjaro|A Farewell to Arms|The Sun Also Rises|Islands in the Stream,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""ernest hemingway"" RETURN m.name"
8723,which films can be described in [erik van looy],Loft,"The provided natural language query is ambiguous as it's unclear what ""[erik van looy]"" refers to. Assuming ""erik van looy"" is a director, the appropriate Cypher query would be:

```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""erik van looy"" RETURN m.name
```

If ""erik van looy"" is a tag, the query would be:

```
MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""erik van looy"" RETURN m.name
```

Please provide a more specific query to obtain an accurate Cypher code."
8724,what films are on [dennis iliadis],The Last House on the Left,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = 'dennis iliadis' RETURN m.name
8725,the films on [bees],The Secret Life of Bees,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = ""bees""
RETURN m.name"
8726,what movies are on [shirley temple],The Bachelor and the Bobby-Soxer|The Little Princess|Bright Eyes|I'll Be Seeing You|Curly Top|Rebecca of Sunnybrook Farm|The Blue Bird|The Little Colonel|Wee Willie Winkie|The Littlest Rebel|Little Miss Marker|Poor Little Rich Girl|Captain January|Stowaway|Baby Take a Bow|Little Miss Broadway|Susannah of the Mounties|Now and Forever|Just Around the Corner|Stand Up and Cheer!,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = ""shirley temple"" RETURN m.name"
8727,which films can be described in [bill condon],Kinsey|Gods and Monsters,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""bill condon"" RETURN m.name"
8728,what films are at [paul feig],Bridesmaids|The Heat|I Am David,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name:""paul feig""})
RETURN m.name"
8729,what the movies are on [erotomania],He Loves Me... He Loves Me Not,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'erotomania' RETURN m.name
8730,which film may be described by [ray romano],Ice Age,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""ray romano"" RETURN m.name"
8731,the films are on [video game],Silent Hill|Max Payne|Street Fighter|Super Mario Bros.|The Last Starfighter,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'video game' RETURN m.name
8732,which films can be described in [iraq war],The Hurt Locker|In the Valley of Elah|Taking Chance|Heavy Metal in Baghdad|Body of War,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'iraq war' RETURN m.name
8733,the films are on [arthur lubin],Impact,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = 'arthur lubin' RETURN m.name
8734,which films are on [kinji fukasaku],Battle Royale|Under the Flag of the Rising Sun|Street Mobster,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""kinji fukasaku"" RETURN m.name"
8735,what movies are on [ghost],The Shining|Casper|Ghost in the Shell,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'ghost' RETURN m.name
8736,which film can be described by [universal],House of Frankenstein|House of Dracula,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""universal"" RETURN m.name"
8737,which film may be described by [alexandre aja],The Hills Have Eyes|Piranha 3D|High Tension,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""alexandre aja"" RETURN m.name"
8738,What films are on [cat],How to Train Your Dragon 2|Alice in Wonderland|Cat's Eye|The Cat Came Back|Rubin and Ed,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""cat"" RETURN m.name"
8739,Which movies can be described by [sadism],"Salò, or the 120 Days of Sodom","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) 
WHERE t.name = 'sadism' 
RETURN m.name"
8740,Which movies are on [jake kasdan],Orange County|Zero Effect,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""jake kasdan""}) RETURN m.name"
8741,which movies can be described by [john cromwell],Dead Reckoning|Of Human Bondage|Since You Went Away|The Prisoner of Zenda|Caged|Anna and the King of Siam|Abe Lincoln in Illinois,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'john cromwell'
RETURN m.name"
8742,What films can be described by [sergio leone],"The Good, the Bad and the Ugly|Once Upon a Time in America|Once Upon a Time in the West|For a Few Dollars More|A Fistful of Dollars","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""sergio leone"" RETURN m.name"
8743,What are the movies on [desert],"Planet of the Apes|Lawrence of Arabia|Dune|Flight of the Phoenix|Faster, Pussycat! Kill! Kill!|The Story of the Weeping Camel|Fata Morgana",MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'desert' RETURN m.name
8744,which films may be described by [bernard rose],Candyman|Paperhouse,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""bernard rose"" RETURN m.name"
8745,what movies are on [robert enrico],The Wise Guys,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""robert enrico""}) RETURN m.name"
8746,what films can be described by [hunting],The Most Dangerous Game,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'hunting'
RETURN m.name"
8747,What films can be described by [dream],Inception|Requiem for a Dream,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""dream"" RETURN m.name"
8748,Which films can be described with [alan moore],V for Vendetta|Watchmen|Constantine|The League of Extraordinary Gentlemen|From Hell|The Mindscape of Alan Moore,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = ""alan moore""
RETURN m.name"
8749,which movies can be described by [terence davies],The Deep Blue Sea|The Long Day Closes|Of Time and the City,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""terence davies"" RETURN m.name"
8750,which film may be described by [terence young],Dr. No|From Russia with Love|Thunderball|Wait Until Dark,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'terence young' RETURN m.name
8751,what are the films on [jennifer lawrence],The Hunger Games|Silver Linings Playbook|American Hustle|Winter's Bone|House at the End of the Street|The Poker House,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Jennifer Lawrence' RETURN m.name
8752,which films are on [ralph bakshi],The Lord of the Rings|Cool World|American Pop,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = 'ralph bakshi' RETURN m.name
8753,which films can be described in [alaska],"Into the Wild|The Proposal|The Grey|30 Days of Night|The Fourth Kind|Mystery, Alaska|Game Change|Big Miracle|North to Alaska","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) 
WHERE t.name = 'alaska' 
RETURN m.name"
8754,The films on [fight choreography],War,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = ""fight choreography""
RETURN m.name"
8755,what films can be described by [jon turteltaub],The Sorcerer's Apprentice|While You Were Sleeping|Cool Runnings|Phenomenon|3 Ninjas,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""jon turteltaub""}) RETURN m.name"
8756,What the movies are on [robert j. flaherty],Man of Aran|Louisiana Story|Elephant Boy,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""robert j. flaherty""}) RETURN m.name"
8757,Which films are on [coppola],The Godfather,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""coppola"" RETURN m.name"
8758,which movies can be described by [apple],Pirates of Silicon Valley|The Apple,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'apple' RETURN m.name
8759,which film can be described by [arnold schwarzenegger],The Terminator|Predator|The Expendables 2|Total Recall|True Lies|Escape Plan|The Last Stand|Conan the Barbarian|The Running Man|Commando|Kindergarten Cop|Last Action Hero|The Expendables 3|The 6th Day|End of Days|Twins|Eraser|Jingle All the Way|Collateral Damage|Conan the Destroyer|Junior|Red Heat|Red Sonja|Raw Deal|Hercules in New York|Pumping Iron,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""arnold schwarzenegger"" RETURN m.name"
8760,what films are on [monsters],"Monsters, Inc.|Pacific Rim|Monsters University|Van Helsing|Hotel Transylvania|Gremlins|Monsters vs. Aliens|Doom|The Monster Squad|Equinox",MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'monsters' RETURN m.name
8761,what films are on [2015],Back to the Future Part II,MATCH (m:Movie)-[:RELEASE_YEAR]->(y:Year) WHERE y.name = '2015' RETURN m.name
8762,what films are on [matthew broderick],The Lion King|Ferris Bueller's Day Off|Godzilla|The Cable Guy|Tower Heist|Glory|Election|WarGames|The Stepford Wives|The Producers|Ladyhawke|You Can Count on Me|Addicted to Love|Deck the Halls|Torch Song Trilogy|Infinity,MATCH (a:Actor {name: 'matthew broderick'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
8763,What are the film on [vera farmiga],The Departed|Source Code|The Conjuring|The Judge|Higher Ground,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'vera farmiga'
RETURN m.name"
8764,what films can be described by [kurosawa],Seven Samurai|Rashomon|Ran|Yojimbo|Ikiru|Throne of Blood|The Hidden Fortress|Sanjuro|Dreams|High and Low|The Bad Sleep Well,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'kurosawa' RETURN m.name
8765,which movies can be described with [bar],The Descendants|Trees Lounge,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'bar' RETURN m.name
8766,Which movies can be described with [channing tatum],21 Jump Street|The Vow|She's the Man|Magic Mike|Foxcatcher|The Eagle,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'channing tatum' RETURN m.name
8767,the films are on [pixar animation],"Finding Nemo|Toy Story|Monsters, Inc.|Toy Story 3|The Incredibles|Ratatouille|Toy Story 2|Cars|A Bug's Life","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'pixar animation'
RETURN m.name"
8768,What are the films about [lucy walker],The Crash Reel,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'lucy walker'
RETURN m.name"
8769,Which films are on [tomas alfredson],Let the Right One In|Tinker Tailor Soldier Spy|Four Shades of Brown|Screwed in Tallinn,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = 'tomas alfredson' RETURN m.name
8770,which film can be described by [insomnia],Insomnia,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = ""insomnia""
RETURN m.name"
8771,which movies can be described by [rex harrison],Cleopatra|The Ghost and Mrs. Muir|Doctor Dolittle|Unfaithfully Yours,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) 
WHERE t.name = ""rex harrison"" 
RETURN m.name"
8772,What films can be described by [ancient book],Equinox,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) 
WHERE t.name = 'ancient book' 
RETURN m.name"
8773,which films are on [coffin],Buried|Innocence,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) 
WHERE t.name = 'coffin' 
RETURN m.name"
8774,the movie is on [john heard],Home Alone|Beaches|Mindwalk,"Given that the natural language query is ""the movie is on [john heard]"", it is not clear what the user wants to achieve. The query could be interpreted in various ways: 

1) If ""[john heard]"" is the name of the movie, then the cypher query could be:
```cypher
MATCH (m:Movie {name: ""john heard""}) RETURN m;
```
2) If they want to find movies where ""John Heard"" is an actor, then the cypher query would be:
```cypher
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name:""John Heard""}) RETURN m;
```
3) If ""John Heard"" is the director, the cypher query would be:
```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name:""John Heard""}) RETURN m;
```
Without more context, it's impossible to accurately translate the natural language query into a Cypher query."
8775,Which films can be described with [christophe honoré],Love Songs|Close to Leo,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""christophe honoré"" RETURN m.name"
8776,which films can be described by [marilyn monroe],Some Like It Hot|My Week with Marilyn|The Seven Year Itch|Gentlemen Prefer Blondes|The Asphalt Jungle|How to Marry a Millionaire|Niagara|Bus Stop|Clash by Night,"MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = ""marilyn monroe"" RETURN m.name"
8777,which film may be described by [psychological thriller],Shutter Island|Black Swan|Cape Fear|Stoker|Marnie|What Ever Happened to Baby Jane?|Suspicion,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE g.name = ""psychological thriller""
RETURN m.name"
